"movie_title","genres","language","content_rating","title_year","imdb_score"
"The Road to El Dorado ","Adventure|Animation|Comedy|Family|Romance","English","PG",2000,6.9
"Ice Age: Continental Drift ","Adventure|Animation|Comedy|Family","English","PG",2012,6.6
"Cinderella ","Drama|Family|Fantasy|Romance","English","PG",2015,7
"The Lovely Bones ","Drama|Fantasy|Thriller","English","PG-13",2009,6.7
"Finding Nemo ","Adventure|Animation|Comedy|Family","English","G",2003,8.2
"The Lord of the Rings: The Return of the King ","Action|Adventure|Drama|Fantasy","English","PG-13",2003,8.9
"The Lord of the Rings: The Two Towers ","Action|Adventure|Drama|Fantasy","English","PG-13",2002,8.7
"Seventh Son ","Action|Adventure|Fantasy","English","PG-13",2014,5.5
"Lara Croft: Tomb Raider ","Action|Adventure|Fantasy|Thriller","English","PG-13",2001,5.7
"Transcendence ","Drama|Mystery|Romance|Sci-Fi|Thriller","English","PG-13",2014,6.3
"Jurassic Park III ","Action|Adventure|Sci-Fi|Thriller","English","PG-13",2001,5.9
"Rise of the Planet of the Apes ","Action|Drama|Sci-Fi|Thriller","English","PG-13",2011,7.6
"The Spiderwick Chronicles ","Adventure|Family|Fantasy","English","PG",2008,6.6
"A Good Day to Die Hard ","Action|Thriller","English","R",2013,5.3
"The Alamo ","Drama|History|War|Western","English","PG-13",2004,6
"The Incredibles ","Action|Adventure|Animation|Family","English","PG",2004,8
"Cutthroat Island ","Action|Adventure|Comedy","English","PG-13",1995,5.6
"Percy Jackson & the Olympians: The Lightning Thief ","Adventure|Family|Fantasy","English","PG",2010,5.9
"Men in Black ","Adventure|Comedy|Family|Mystery|Sci-Fi","English","PG-13",1997,7.3
"Toy Story 2 ","Adventure|Animation|Comedy|Family|Fantasy","English","G",1999,7.9
"Unstoppable ","Action|Thriller","English","PG-13",2010,6.8
"Rush Hour 2 ","Action|Comedy|Crime|Thriller","English","PG-13",2001,6.6
"What Lies Beneath ","Drama|Fantasy|Horror|Mystery|Thriller","English","PG-13",2000,6.6
"Cloudy with a Chance of Meatballs ","Animation|Comedy|Family|Sci-Fi","English","PG",2009,7
"Ice Age: Dawn of the Dinosaurs ","Action|Adventure|Animation|Comedy|Family","English","PG",2009,7
"The Secret Life of Walter Mitty ","Adventure|Comedy|Drama|Fantasy|Romance","English","PG",2013,7.3
"Charlie's Angels ","Action|Adventure|Comedy|Crime|Thriller","English","PG-13",2000,5.5
"The Departed ","Crime|Drama|Thriller","English","R",2006,8.5
"Mulan ","Adventure|Animation|Family|Fantasy|Musical|War","English","G",1998,7.5
"Tropic Thunder ","Action|Comedy","English","R",2008,7
"The Girl with the Dragon Tattoo ","Crime|Drama|Mystery|Thriller","English","R",2011,7.8
"Die Hard with a Vengeance ","Action|Adventure|Thriller","English","R",1995,7.6
"Sherlock Holmes ","Action|Adventure|Crime|Mystery|Thriller","English","PG-13",2009,7.6
"Ben-Hur ","Adventure|Drama|History","English","PG-13",2016,6.1
"Atlantis: The Lost Empire ","Action|Adventure|Animation|Family|Fantasy|Sci-Fi","English","PG",2001,6.8
"Alvin and the Chipmunks: The Road Chip ","Adventure|Animation|Comedy|Family|Fantasy|Music","English","PG",2015,5
"Valkyrie ","Drama|History|Thriller|War","English","PG-13",2008,7.1
"You Don't Mess with the Zohan ","Action|Comedy","English","PG-13",2008,5.5
"Pixels ","Action|Animation|Comedy|Sci-Fi","English","PG-13",2015,5.6
"A.I. Artificial Intelligence ","Adventure|Drama|Sci-Fi","English","PG-13",2001,7.1
"The Haunted Mansion ","Comedy|Family|Fantasy|Horror|Mystery","English","PG",2003,4.9
"Contact ","Drama|Mystery|Sci-Fi|Thriller","English","PG",1997,7.4
"Hollow Man ","Action|Horror|Sci-Fi|Thriller","English","R",2000,5.7
"The Interpreter ","Crime|Mystery|Thriller","Aboriginal","PG-13",2005,6.4
"Percy Jackson: Sea of Monsters ","Adventure|Family|Fantasy","English","PG",2013,5.9
"Lara Croft Tomb Raider: The Cradle of Life ","Action|Adventure|Fantasy","English","PG-13",2003,5.5
"Now You See Me 2 ","Action|Adventure|Comedy|Crime|Mystery|Thriller","English","PG-13",2016,6.9
"The Saint ","Action|Adventure|Romance|Sci-Fi|Thriller","English","PG-13",1997,6.2
"Spy Game ","Action|Crime|Thriller","English","R",2001,7
"Mission to Mars ","Adventure|Sci-Fi|Thriller","English","PG",2000,5.6
"Rio ","Adventure|Animation|Comedy|Family|Musical","English","G",2011,7
"Bicentennial Man ","Comedy|Drama|Sci-Fi","English","PG",1999,6.8
"Volcano ","Action|Drama|Sci-Fi|Thriller","English","PG-13",1997,5.4
"The Devil's Own ","Action|Crime|Drama|Thriller","English","R",1997,6.1
"K-19: The Widowmaker ","Drama|History|Thriller|War","English","PG-13",2002,6.7
"Fantastic Four ","Action|Adventure|Sci-Fi","English","PG-13",2015,4.3
"Conan the Barbarian ","Adventure|Fantasy","English","R",1982,6.9
"Cinderella Man ","Biography|Drama|Sport","English","PG-13",2005,8
"The Nutcracker in 3D ","Action|Family|Fantasy|Musical","English","PG",2010,4.4
"Seabiscuit ","Drama|History|Sport","English","PG-13",2003,7.3
"Twister ","Action|Adventure|Drama|Thriller","English","PG-13",1996,6.3
"The Fast and the Furious ","Action|Crime|Thriller","English","PG-13",2001,6.7
"Cast Away ","Adventure|Drama|Romance","English","PG-13",2000,7.7
"Happy Feet ","Animation|Comedy|Family|Music|Romance","English","PG",2006,6.5
"The Bourne Supremacy ","Action|Mystery|Thriller","English","PG-13",2004,7.8
"Air Force One ","Action|Adventure|Drama|Thriller","English","R",1997,6.4
"Ocean's Eleven ","Crime|Thriller","English","PG-13",2001,7.8
"The Three Musketeers ","Action|Adventure|Romance","English","PG-13",2011,5.8
"Hotel Transylvania ","Animation|Comedy|Family|Fantasy","English","PG",2012,7.1
"Enchanted ","Animation|Comedy|Family|Fantasy|Musical|Romance","English","PG",2007,7.1
"Hannibal             ","Crime|Drama|Horror|Mystery|Thriller","English","TV-14",NA,8.6
"Safe House ","Action|Crime|Mystery|Thriller","English","R",2012,6.8
"102 Dalmatians ","Adventure|Comedy|Family","English","G",2000,4.8
"Tower Heist ","Action|Comedy|Crime","English","PG-13",2011,6.2
"The Holiday ","Comedy|Romance","English","PG-13",2006,6.9
"Enemy of the State ","Action|Crime|Drama|Mystery|Thriller","English","R",1998,7.3
"It's Complicated ","Comedy|Drama|Romance","English","R",2009,6.6
"Ocean's Thirteen ","Crime|Thriller","English","PG-13",2007,6.9
"Open Season ","Adventure|Animation|Comedy|Family","English","PG",2006,6.2
"Divergent ","Adventure|Mystery|Sci-Fi","English","PG-13",2014,6.7
"Enemy at the Gates ","Drama|History|War","English","R",2001,7.6
"The Rundown ","Action|Adventure|Comedy|Thriller","English","PG-13",2003,6.7
"Last Action Hero ","Action|Adventure|Comedy|Fantasy","English","PG-13",1993,6.2
"Memoirs of a Geisha ","Drama|Romance","English","PG-13",2005,7.3
"The Fast and the Furious: Tokyo Drift ","Action|Crime|Thriller","English","PG-13",2006,6
"Arthur Christmas ","Adventure|Animation|Comedy|Family|Fantasy","English","PG",2011,7.1
"Meet Joe Black ","Drama|Fantasy|Romance","English","PG-13",1998,7.1
"Collateral Damage ","Action|Drama|Thriller","English","R",2002,5.5
"All That Jazz ","Comedy|Drama|Music|Musical","English","R",1979,7.8
"Mirror Mirror ","Adventure|Comedy|Drama|Family|Fantasy","English","PG",2012,5.6
"Scott Pilgrim vs. the World ","Action|Comedy|Fantasy|Romance","English","PG-13",2010,7.5
"The Core ","Action|Adventure|Sci-Fi|Thriller","English","PG-13",2003,5.4
"Nutty Professor II: The Klumps ","Comedy|Romance|Sci-Fi","English","PG-13",2000,4.3
"Scooby-Doo ","Adventure|Comedy|Mystery","English","PG",2002,4.9
"Dredd ","Action|Sci-Fi","English","R",2012,7.1
"Click ","Comedy|Drama|Fantasy|Romance","English","PG-13",2006,6.4
"Creepshow ","Comedy|Fantasy|Horror","English","R",1982,6.9
"Cats & Dogs: The Revenge of Kitty Galore ","Action|Comedy|Family|Fantasy","English","PG",2010,4.3
"Jumper ","Action|Adventure|Sci-Fi|Thriller","English","PG-13",2008,6.1
"Hellboy II: The Golden Army ","Action|Adventure|Fantasy|Horror|Sci-Fi","English","PG-13",2008,7
"Zodiac ","Crime|Drama|History|Mystery|Thriller","English","R",2007,7.7
"The 6th Day ","Action|Mystery|Sci-Fi|Thriller","English","PG-13",2000,5.9
"Bruce Almighty ","Comedy|Drama","English","PG-13",2003,6.7
"The Expendables ","Action|Adventure|Thriller","English","R",2010,6.5
"Mission: Impossible ","Action|Adventure|Thriller","English","PG-13",1996,7.1
"The Hunger Games ","Adventure|Drama|Sci-Fi|Thriller","English","PG-13",2012,7.3
"The Hangover Part II ","Comedy","English","R",2011,6.5
"Batman Returns ","Action","English","PG-13",1992,7
"Over the Hedge ","Adventure|Animation|Comedy|Family","English","PG",2006,6.8
"Lilo & Stitch ","Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi","English","PG",2002,7.2
"Charlotte's Web ","Comedy|Family|Fantasy","English","G",2006,6.4
"Deep Impact ","Action|Drama|Romance|Sci-Fi|Thriller","English","PG-13",1998,6.1
"RED 2 ","Action|Comedy|Crime|Thriller","English","PG-13",2013,6.7
"The Longest Yard ","Comedy|Crime|Sport","English","PG-13",2005,6.4
"Alvin and the Chipmunks: Chipwrecked ","Adventure|Animation|Comedy|Family|Fantasy|Music","English","G",2011,4.4
"Grown Ups 2 ","Comedy","English","PG-13",2013,5.4
"Get Smart ","Action|Adventure|Comedy","English","PG-13",2008,6.5
"Something's Gotta Give ","Comedy|Drama|Romance","English","PG-13",2003,6.7
"Shutter Island ","Mystery|Thriller","English","R",2010,8.1
"Four Christmases ","Comedy|Drama|Romance","English","PG-13",2008,5.6
"Robots ","Adventure|Animation|Comedy|Family|Sci-Fi","English","PG",2005,6.3
"Face/Off ","Action|Crime|Sci-Fi|Thriller","English","R",1997,7.3
"Bedtime Stories ","Comedy|Family|Fantasy|Romance","English","PG",2008,6.1
"Road to Perdition ","Crime|Drama|Thriller","English","R",2002,7.7
"Just Go with It ","Comedy|Romance","English","PG-13",2011,6.4
"Daredevil             ","Action|Adventure|Crime|Drama|Sci-Fi|Thriller","English","TV-MA",NA,8.8
"Con Air ","Action|Crime|Thriller","English","R",1997,6.8
"Eagle Eye ","Action|Mystery|Thriller","English","PG-13",2008,6.6
"Cold Mountain ","Adventure|Drama|History|Romance|War","English","R",2003,7.2
"The Book of Eli ","Action|Adventure|Drama|Thriller","English","R",2010,6.9
"Flubber ","Comedy|Family|Sci-Fi","English","PG",1997,5.2
"The Haunting ","Fantasy|Horror|Mystery|Thriller","English","PG-13",1999,4.9
"Space Jam ","Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport","English","PG",1996,6.3
"The Pink Panther ","Adventure|Comedy|Crime|Family|Mystery","English","PG",2006,5.6
"The Day the Earth Stood Still ","Drama|Sci-Fi|Thriller","English","PG-13",2008,5.5
"Conspiracy Theory ","Action|Crime|Mystery|Romance|Thriller","English","R",1997,6.7
"Fury ","Action|Drama|War","English","R",2014,7.6
"Six Days Seven Nights ","Action|Adventure|Comedy|Romance","English","PG-13",1998,5.7
"Yogi Bear ","Adventure|Animation|Comedy|Family","English","PG",2010,4.6
"Spirit: Stallion of the Cimarron ","Adventure|Animation|Family|Western","English","G",2002,7
"Zookeeper ","Comedy|Family|Romance","English","PG",2011,5.2
"Lost in Space ","Action|Adventure|Family|Sci-Fi|Thriller","English","PG-13",1998,5.1
"The Manchurian Candidate ","Drama|Mystery|Sci-Fi|Thriller","English","R",2004,6.6
"Déjà Vu ","Drama|Romance","English","PG-13",1997,7
"Hotel Transylvania 2 ","Animation|Comedy|Family|Fantasy","English","PG",2015,6.7
"Bewitched             ","Comedy|Family|Fantasy","English","TV-G",NA,7.6
"Fantasia 2000 ","Animation|Family|Fantasy|Music","English","G",1999,7.3
"The Time Machine ","Action|Adventure|Sci-Fi","English","PG-13",2002,5.9
"Mighty Joe Young ","Action|Adventure|Family|Fantasy|Thriller","English","PG",1998,5.6
"Swordfish ","Action|Crime|Thriller","English","R",2001,6.5
"The Legend of Zorro ","Action|Adventure|Western","Spanish","PG",2005,5.9
"What Dreams May Come ","Drama|Fantasy|Romance","English","PG-13",1998,7
"Little Nicky ","Comedy|Fantasy","English","PG-13",2000,5.3
"The Brothers Grimm ","Action|Adventure|Comedy|Fantasy|Thriller","English","PG-13",2005,5.9
"Mars Attacks! ","Action|Comedy|Sci-Fi","English","PG-13",1996,6.3
"Evolution ","Drama|Horror|Mystery|Sci-Fi","French","",2015,6.4
"The Edge ","Action|Adventure|Drama|Thriller","English","R",1997,6.9
"Surrogates ","Action|Sci-Fi|Thriller","English","PG-13",2009,6.3
"Thirteen Days ","Drama|History|Thriller","English","PG-13",2000,7.3
"Daylight ","Action|Adventure|Drama|Thriller","English","PG-13",1996,5.8
"Walking with Dinosaurs 3D ","Adventure|Animation|Family","English","PG",2013,5.2
"Battlefield Earth ","Action|Adventure|Sci-Fi","English","PG-13",2000,2.4
"Looney Tunes: Back in Action ","Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi","English","PG",2003,5.7
"Nine ","Drama|Musical|Romance","English","PG-13",2009,5.8
"Timeline ","Action|Adventure|Sci-Fi","English","PG-13",2003,5.6
"The Postman ","Action|Adventure|Drama|Sci-Fi","English","R",1997,6
"Babe: Pig in the City ","Adventure|Comedy|Drama|Family|Fantasy","English","G",1998,5.8
"The Last Witch Hunter ","Action|Adventure|Fantasy","English","PG-13",2015,6
"Red Planet ","Action|Sci-Fi|Thriller","English","PG-13",2000,5.7
"Arthur and the Invisibles ","Adventure|Animation|Family|Fantasy","English","PG",2006,6
"Oceans ","Documentary|Drama","French","G",2009,7.8
"A Sound of Thunder ","Action|Adventure|Horror|Sci-Fi|Thriller","English","PG-13",2005,4.2
"Pompeii ","Action|Adventure|Drama|History|Romance","English","PG-13",2014,5.6
"Top Cat Begins ","Animation|Family","Spanish","PG",2015,4.4
"A Beautiful Mind ","Biography|Drama","English","PG-13",2001,8.2
"The Lion King ","Adventure|Animation|Drama|Family|Musical","English","G",1994,8.5
"Journey 2: The Mysterious Island ","Action|Adventure|Comedy|Family|Fantasy|Sci-Fi","English","PG",2012,5.8
"Cloudy with a Chance of Meatballs 2 ","Animation|Comedy|Family|Fantasy|Sci-Fi","English","PG",2013,6.5
"Red Dragon ","Crime|Drama|Thriller","English","R",2002,7.2
"Hidalgo ","Action|Adventure|Western","English","PG-13",2004,6.7
"Jack and Jill ","Comedy","English","PG",2011,3.4
"2 Fast 2 Furious ","Action|Crime|Thriller","English","PG-13",2003,5.9
"The Little Prince ","Adventure|Animation|Drama|Family|Fantasy","English","PG",2015,7.8
"The Invasion ","Sci-Fi|Thriller","English","PG-13",2007,5.9
"The Adventures of Rocky & Bullwinkle ","Adventure|Animation|Comedy|Family|Fantasy","English","PG",2000,4.1
"The Secret Life of Pets ","Animation|Comedy|Family","English","PG",2016,6.8
"The League of Extraordinary Gentlemen ","Action|Adventure|Fantasy|Sci-Fi","English","PG-13",2003,5.8
"Despicable Me 2 ","Animation|Comedy|Family|Sci-Fi","English","PG",2013,7.5
"Independence Day ","Action|Adventure|Sci-Fi","English","PG-13",1996,6.9
"The Lost World: Jurassic Park ","Action|Adventure|Sci-Fi","English","PG-13",1997,6.5
"Madagascar ","Adventure|Animation|Comedy|Family","English","PG",2005,6.9
"Children of Men ","Drama|Sci-Fi|Thriller","English","R",2006,7.9
"X-Men ","Action|Adventure|Sci-Fi","English","PG-13",2000,7.4
"Wanted ","Action|Crime|Fantasy|Thriller","English","R",2008,6.7
"The Rock ","Action|Adventure|Thriller","English","R",1996,7.4
"Ice Age: The Meltdown ","Action|Adventure|Animation|Comedy|Family|Fantasy","English","PG",2006,6.9
"50 First Dates ","Comedy|Romance","English","PG-13",2004,6.8
"Hairspray ","Comedy|Drama|Family|Music|Musical|Romance","English","PG",2007,6.7
"Exorcist: The Beginning ","Horror|Mystery|Thriller","English","R",2004,5.1
"Inspector Gadget ","Action|Adventure|Comedy|Family|Sci-Fi","English","PG",1999,4.1
"Now You See Me ","Crime|Mystery|Thriller","English","PG-13",2013,7.3
"Grown Ups ","Comedy","English","PG-13",2010,6
"The Terminal ","Comedy|Drama","English","PG-13",2004,7.3
"Constantine             ","Drama|Fantasy|Horror|Thriller","English","TV-14",NA,7.5
"Hotel for Dogs ","Comedy|Family","English","PG",2009,5.4
"Vertical Limit ","Action|Adventure|Drama|Thriller","English","PG-13",2000,5.9
"Charlie Wilson's War ","Biography|Comedy|Drama|History","English","R",2007,7.1
"Shark Tale ","Adventure|Animation|Comedy|Family","English","PG",2004,6
"Dreamgirls ","Drama|Music|Musical","English","PG-13",2006,6.5
"Life             ","Crime|Drama|Mystery","English","",NA,8.3
"Be Cool ","Comedy|Crime|Music","English","PG-13",2005,5.7
"Munich ","Drama|History|Thriller","English","R",2005,7.6
"Tears of the Sun ","Action|Drama|Thriller|War","English","R",2003,6.6
"Killers ","Action|Comedy|Romance|Thriller","English","PG-13",2010,5.4
"The Man from U.N.C.L.E. ","Action|Adventure|Comedy","English","PG-13",2015,7.3
"Spanglish ","Comedy|Drama|Romance","English","PG-13",2004,6.5
"Monster House ","Animation|Comedy|Family|Fantasy|Mystery","English","PG",2006,6.6
"Bandits ","Comedy|Crime|Drama|Romance","English","PG-13",2001,6.6
"First Knight ","Action|Adventure|Romance|Thriller","English","PG-13",1995,5.9
"Anna and the King ","Drama|History|Romance","English","PG-13",1999,6.7
"Immortals ","Action|Drama|Fantasy|Romance","English","R",2011,6.1
"Hostage ","Action|Crime|Drama|Mystery|Thriller","English","R",2005,6.6
"Titan A.E. ","Action|Adventure|Animation|Family|Sci-Fi","English","PG",2000,6.6
"Hollywood Homicide ","Action|Comedy|Crime|Thriller","English","PG-13",2003,5.3
"Soldier ","Action|Drama|Sci-Fi","English","R",1998,6
"Carriers ","Drama|Horror|Sci-Fi|Thriller","English","PG-13",2009,6
"Monkeybone ","Animation|Comedy|Fantasy","English","PG-13",2001,4.7
"Flight of the Phoenix ","Action|Adventure|Drama|Thriller","English","PG-13",2004,6.1
"Unbreakable ","Drama|Mystery|Sci-Fi|Thriller","English","PG-13",2000,7.2
"Minions ","Action|Animation|Comedy|Family|Sci-Fi","English","PG",2015,6.4
"Sucker Punch ","Action|Fantasy","English","PG-13",2011,6.1
"Snake Eyes ","Crime|Mystery|Thriller","English","R",1998,5.9
"Sphere ","Drama|Mystery|Sci-Fi|Thriller","English","PG-13",1998,6
